10 ,100 ,1100 ,12100 ,133100 ,1532000 ,19662000 ,20000000 ,412350000 ,5566200000 
18 ,180 ,1980 ,21780 ,239580 ,3141500 ,40530000 ,51300000 ,826510000 ,12541000000 
32 ,324 ,3564 ,39204 ,431244 ,4751000 ,61398000 ,82600000 ,1240670000 ,19515800000 
58 ,583 ,6415 ,70567 ,776239 ,6360500 ,82266000 ,113900000 ,1654830000 ,26490600000 
105 ,1050 ,11547 ,127021 ,1397231 ,7970000 ,103134000 ,145200000 ,2068990000 ,33465400000 
189 ,1890 ,20785 ,228638 ,2515015 ,9579500 ,124002000 ,176500000 ,2483150000 ,40440200000 
187 ,1870 ,20563 ,226196 ,2488154 ,11189000 ,144870000 ,207800000 ,2897310000 ,47415000000 
221 ,2207 ,24276 ,267047 ,2937512 ,12798500 ,165738000 ,239100000 ,3311470000 ,54389800000 
254 ,2545 ,27990 ,307897 ,3386869 ,14408000 ,186606000 ,270400000 ,3725630000 ,61364600000 
288 ,2883 ,31704 ,348748 ,3836227 ,16017500 ,207474000 ,301700000 ,4139790000 ,68339400000 
322 ,3220 ,35417 ,389599 ,4285585 ,17627000 ,228342000 ,333000000 ,4553950000 ,75314200000 
356 ,3558 ,39131 ,430450 ,4734943 ,19236500 ,249210000 ,364300000 ,4968110000 ,82289000000 
389 ,3896 ,42845 ,471300 ,5184301 ,20846000 ,270078000 ,395600000 ,5382270000 ,89263800000 
423 ,4234 ,46558 ,512151 ,5633658 ,22455500 ,290946000 ,426900000 ,5796430000 ,96238600000 
457 ,4571 ,50272 ,553002 ,6083016 ,24065000 ,311814000 ,458200000 ,6210590000 ,103213000000 
491 ,4909 ,53986 ,593853 ,6532374 ,25674500 ,332682000 ,489500000 ,6624750000 ,110188000000 
525 ,5247 ,57699 ,634703 ,6981732 ,27284000 ,353550000 ,520800000 ,7038910000 ,117163000000 
558 ,5584 ,61413 ,675554 ,7431090 ,28893500 ,374418000 ,552100000 ,7453070000 ,124138000000 
592 ,5922 ,65126 ,716405 ,7880447 ,30503000 ,395286000 ,583400000 ,7867230000 ,131113000000 
626 ,6260 ,68840 ,757256 ,8329805 ,32112500 ,416154000 ,614700000 ,8281390000 ,138087000000 
660 ,6597 ,72554 ,798106 ,8779163 ,33722000 ,437022000 ,646000000 ,8695550000 ,145062000000 
693 ,6935 ,76267 ,838957 ,9228521 ,35331500 ,457890000 ,677300000 ,9109710000 ,152037000000 
727 ,7273 ,79981 ,879808 ,9677879 ,36941000 ,478758000 ,708600000 ,9523870000 ,159012000000 
761 ,7610 ,83695 ,920659 ,10127236 ,38550500 ,499626000 ,739900000 ,9938030000 ,165987000000 
795 ,7948 ,87408 ,961509 ,10576594 ,40160000 ,520494000 ,771200000 ,10352190000 ,172961000000 
829 ,8286 ,91122 ,1002360 ,11025952 ,41769500 ,541362000 ,802500000 ,10766350000 ,179936000000 
862 ,8623 ,94835 ,1043211 ,11475310 ,43379000 ,562230000 ,833800000 ,11180510000 ,186911000000 
896 ,8961 ,98549 ,1084062 ,11924668 ,44988500 ,583098000 ,865100000 ,11594670000 ,193886000000 
930 ,9299 ,102263 ,1124912 ,12374025 ,46598000 ,603966000 ,896400000 ,12008830000 ,200861000000 
964 ,9637 ,105976 ,1165763 ,12823383 ,48207500 ,624834000 ,927700000 ,12422990000 ,207835000000 
997 ,9974 ,109690 ,1206614 ,13272741 ,49817000 ,645702000 ,959000000 ,12837150000 ,214810000000 
1031 ,10312 ,113404 ,1247465 ,13722099 ,51426500 ,666570000 ,990300000 ,13251310000 ,221785000000 
1065 ,10650 ,117117 ,1288315 ,14171457 ,53036000 ,687438000 ,1021600000 ,13665470000 ,228760000000 
1099 ,10987 ,120831 ,1329166 ,14620814 ,54645500 ,708306000 ,1052900000 ,14079630000 ,235735000000 
1132 ,11325 ,124544 ,1370017 ,15070172 ,56255000 ,729174000 ,1084200000 ,14493790000 ,242709000000 
1166 ,11663 ,128258 ,1410867 ,15519530 ,57864500 ,750042000 ,1115500000 ,14907950000 ,249684000000 
1200 ,12000 ,131972 ,1451718 ,15968888 ,59474000 ,770910000 ,1146800000 ,15322110000 ,256659000000 
1234 ,12338 ,135685 ,1492569 ,16418246 ,61083500 ,791778000 ,1178100000 ,15736270000 ,263634000000 
1268 ,12676 ,139399 ,1533420 ,16867603 ,62693000 ,812646000 ,1209400000 ,16150430000 ,270609000000 
1301 ,13013 ,143113 ,1574270 ,17316961 ,64302500 ,833514000 ,1240700000 ,16564590000 ,277583000000 
1335 ,13351 ,146826 ,1615121 ,17766319 ,65912000 ,854382000 ,1272000000 ,16978750000 ,284558000000 
1369 ,13689 ,150540 ,1655972 ,18215677 ,67521500 ,875250000 ,1303300000 ,17392910000 ,291533000000 
1403 ,14026 ,154253 ,1696823 ,18665035 ,69131000 ,896118000 ,1334600000 ,17807070000 ,298508000000 
1436 ,14364 ,157967 ,1737673 ,19114392 ,70740500 ,916986000 ,1365900000 ,18221230000 ,305483000000 
1470 ,14702 ,161681 ,1778524 ,19563750 ,72350000 ,937854000 ,1397200000 ,18635390000 ,312457000000 
1504 ,15039 ,165394 ,1819375 ,20013108 ,73959500 ,958722000 ,1428500000 ,19049550000 ,319432000000 
1538 ,15377 ,169108 ,1860226 ,20462466 ,75569000 ,979590000 ,1459800000 ,19463710000 ,326407000000 
1571 ,15715 ,172822 ,1901076 ,20911824 ,77178500 ,1000458000 ,1491100000 ,19877870000 ,333382000000 
1605 ,16053 ,176535 ,1941927 ,21361181 ,78788000 ,1021326000 ,1522400000 ,20292030000 ,340357000000 
1639 ,16390 ,180249 ,1982778 ,21810539 ,80397500 ,1042194000 ,1553700000 ,20706190000 ,347331000000 
1673 ,16728 ,183963 ,2023629 ,22259897 ,82007000 ,1063062000 ,1585000000 ,21120350000 ,354306000000 
1707 ,17066 ,187676 ,2064479 ,22709255 ,83616500 ,1083930000 ,1616300000 ,21534510000 ,361281000000 
1740 ,17403 ,191390 ,2105330 ,23158613 ,85226000 ,1104798000 ,1647600000 ,21948670000 ,368256000000 
1774 ,17741 ,195103 ,2146181 ,23607970 ,86835500 ,1125666000 ,1678900000 ,22362830000 ,375231000000 
1808 ,18079 ,198817 ,2187032 ,24057328 ,88445000 ,1146534000 ,1710200000 ,22776990000 ,382205000000 
1842 ,18416 ,202531 ,2227882 ,24506686 ,90054500 ,1167402000 ,1741500000 ,23191150000 ,389180000000 
1875 ,18754 ,206244 ,2268733 ,24956044 ,91664000 ,1188270000 ,1772800000 ,23605310000 ,396155000000 
1909 ,19092 ,209958 ,2309584 ,25405402 ,93273500 ,1209138000 ,1804100000 ,24019470000 ,403130000000 
1943 ,19429 ,213672 ,2350435 ,25854759 ,94883000 ,1230006000 ,1835400000 ,24433630000 ,410105000000 
1977 ,19767 ,217385 ,2391285 ,26304117 ,96492500 ,1250874000 ,1866700000 ,24847790000 ,417079000000 
2011 ,20105 ,221099 ,2432136 ,26753475 ,98102000 ,1271742000 ,1898000000 ,25261950000 ,424054000000 
2044 ,20442 ,224812 ,2472987 ,27202833 ,99711500 ,1292610000 ,1929300000 ,25676110000 ,431029000000 
2078 ,20780 ,228526 ,2513838 ,27652191 ,101321000 ,1313478000 ,1960600000 ,26090270000 ,438004000000 
2112 ,21118 ,232240 ,2554688 ,28101548 ,102930500 ,1334346000 ,1991900000 ,26504430000 ,444979000000 
2146 ,21456 ,235953 ,2595539 ,28550906 ,104540000 ,1355214000 ,2023200000 ,26918590000 ,451953000000 
2179 ,21793 ,239667 ,2636390 ,29000264 ,106149500 ,1376082000 ,2054500000 ,27332750000 ,458928000000 
2213 ,22131 ,243381 ,2677241 ,29449622 ,107759000 ,1396950000 ,2085800000 ,27746910000 ,465903000000 
2247 ,22469 ,247094 ,2718091 ,29898980 ,109368500 ,1417818000 ,2117100000 ,28161070000 ,472878000000 
2281 ,22806 ,250808 ,2758942 ,30348337 ,110978000 ,1438686000 ,2148400000 ,28575230000 ,479853000000 
2314 ,23144 ,254521 ,2799793 ,30797695 ,112587500 ,1459554000 ,2179700000 ,28989390000 ,486827000000 
2348 ,23482 ,258235 ,2840643 ,31247053 ,114197000 ,1480422000 ,2211000000 ,29403550000 ,493802000000 
2382 ,23819 ,261949 ,2881494 ,31696411 ,115806500 ,1501290000 ,2242300000 ,29817710000 ,500777000000 
2416 ,24157 ,265662 ,2922345 ,32145769 ,117416000 ,1522158000 ,2273600000 ,30231870000 ,507752000000 
2450 ,24495 ,269376 ,2963196 ,32595126 ,119025500 ,1543026000 ,2304900000 ,30646030000 ,514727000000 
2483 ,24832 ,273090 ,3004046 ,33044484 ,120635000 ,1563894000 ,2336200000 ,31060190000 ,521701000000 
2517 ,25170 ,276803 ,3044897 ,33493842 ,122244500 ,1584762000 ,2367500000 ,31474350000 ,528676000000 
2551 ,25508 ,280517 ,3085748 ,33943200 ,123854000 ,1605630000 ,2398800000 ,31888510000 ,535651000000 
2585 ,25845 ,284230 ,3126599 ,34392558 ,125463500 ,1626498000 ,2430100000 ,32302670000 ,542626000000 
2618 ,26183 ,287944 ,3167449 ,34841915 ,127073000 ,1647366000 ,2461400000 ,32716830000 ,549601000000 
2652 ,26521 ,291658 ,3208300 ,35291273 ,128682500 ,1668234000 ,2492700000 ,33130990000 ,556575000000 
2686 ,26858 ,295371 ,3249151 ,35740631 ,130292000 ,1689102000 ,2524000000 ,33545150000 ,563550000000 
2720 ,27196 ,299085 ,3290002 ,36189989 ,131901500 ,1709970000 ,2555300000 ,33959310000 ,570525000000 
2753 ,27534 ,302799 ,3330852 ,36639347 ,133511000 ,1730838000 ,2586600000 ,34373470000 ,577500000000 
2787 ,27872 ,306512 ,3371703 ,37088704 ,135120500 ,1751706000 ,2617900000 ,34787630000 ,584475000000 
2821 ,28209 ,310226 ,3412554 ,37538062 ,136730000 ,1772574000 ,2649200000 ,35201790000 ,591449000000 
2855 ,28547 ,313940 ,3453405 ,37987420 ,138339500 ,1793442000 ,2680500000 ,35615950000 ,598424000000 
2889 ,28885 ,317653 ,3494255 ,38436778 ,139949000 ,1814310000 ,2711800000 ,36030110000 ,605399000000 
2922 ,29222 ,321367 ,3535106 ,38886136 ,141558500 ,1835178000 ,2743100000 ,36444270000 ,612374000000 
2956 ,29560 ,325080 ,3575957 ,39335493 ,143168000 ,1856046000 ,2774400000 ,36858430000 ,619349000000 
2990 ,29898 ,328794 ,3616808 ,39784851 ,144777500 ,1876914000 ,2805700000 ,37272590000 ,626323000000 
3024 ,30235 ,332508 ,3657658 ,40234209 ,146387000 ,1897782000 ,2837000000 ,37686750000 ,633298000000 
3057 ,30573 ,336221 ,3698509 ,40683567 ,147996500 ,1918650000 ,2868300000 ,38100910000 ,640273000000 
3091 ,30911 ,339935 ,3739360 ,41132925 ,149606000 ,1939518000 ,2899600000 ,38515070000 ,647248000000 
3125 ,31248 ,343649 ,3780211 ,41582282 ,151215500 ,1960386000 ,2930900000 ,38929230000 ,654223000000 
3159 ,31586 ,347362 ,3821061 ,42031640 ,152825000 ,1981254000 ,2962200000 ,39343390000 ,661197000000 
3193 ,31924 ,351076 ,3861912 ,42480998 ,154434500 ,2002122000 ,2993500000 ,39757550000 ,668172000000 
3226 ,32261 ,354789 ,3902763 ,42930356 ,156044000 ,2022990000 ,3024800000 ,40171710000 ,675147000000 
3260 ,32599 ,358503 ,3943614 ,43379714 ,157653500 ,2043858000 ,3056100000 ,40585870000 ,682122000000 
3294 ,32937 ,362217 ,3984464 ,43829071 ,159263000 ,2064726000 ,3087400000 ,41000030000 ,689097000000 
3328 ,33275 ,365930 ,4025315 ,44278429 ,160872500 ,2085594000 ,3118700000 ,41414190000 ,696071000000 
3361 ,33612 ,369644 ,4066166 ,44727787 ,162482000 ,2106462000 ,3150000000 ,41828350000 ,703046000000 
3395 ,33950 ,373358 ,4107017 ,45177145 ,164091500 ,2127330000 ,3181300000 ,42242510000 ,710021000000 
3429 ,34288 ,377071 ,4147867 ,45626503 ,165701000 ,2148198000 ,3212600000 ,42656670000 ,716996000000 
3463 ,34625 ,380785 ,4188718 ,46075860 ,167310500 ,2169066000 ,3243900000 ,43070830000 ,723971000000 
3496 ,34963 ,384498 ,4229569 ,46525218 ,168920000 ,2189934000 ,3275200000 ,43484990000 ,730945000000 
3530 ,35301 ,388212 ,4270419 ,46974576 ,170529500 ,2210802000 ,3306500000 ,43899150000 ,737920000000 
3564 ,35638 ,391926 ,4311270 ,47423934 ,172139000 ,2231670000 ,3337800000 ,44313310000 ,744895000000 
3598 ,35976 ,395639 ,4352121 ,47873292 ,173748500 ,2252538000 ,3369100000 ,44727470000 ,751870000000 
3632 ,36314 ,399353 ,4392972 ,48322649 ,175358000 ,2273406000 ,3400400000 ,45141630000 ,758845000000 
3665 ,36651 ,403067 ,4433822 ,48772007 ,176967500 ,2294274000 ,3431700000 ,45555790000 ,765819000000 
3699 ,36989 ,406780 ,4474673 ,49221365 ,178577000 ,2315142000 ,3463000000 ,45969950000 ,772794000000 
3733 ,37327 ,410494 ,4515524 ,49670723 ,180186500 ,2336010000 ,3494300000 ,46384110000 ,779769000000 
3767 ,37664 ,414207 ,4556375 ,50120081 ,181796000 ,2356878000 ,3525600000 ,46798270000 ,786744000000 
3800 ,38002 ,417921 ,4597225 ,50569438 ,183405500 ,2377746000 ,3556900000 ,47212430000 ,793719000000 
3834 ,38340 ,421635 ,4638076 ,51018796 ,185015000 ,2398614000 ,3588200000 ,47626590000 ,800693000000 
3868 ,38677 ,425348 ,4678927 ,51468154 ,186624500 ,2419482000 ,3619500000 ,48040750000 ,807668000000 
3902 ,39015 ,429062 ,4719778 ,51917512 ,188234000 ,2440350000 ,3650800000 ,48454910000 ,814643000000 
3935 ,39353 ,432776 ,4760628 ,52366870 ,189843500 ,2461218000 ,3682100000 ,48869070000 ,821618000000 
3969 ,39691 ,436489 ,4801479 ,52816227 ,191453000 ,2482086000 ,3713400000 ,49283230000 ,828593000000 
4003 ,40028 ,440203 ,4842330 ,53265585 ,193062500 ,2502954000 ,3744700000 ,49697390000 ,835567000000 
4037 ,40366 ,443917 ,4883181 ,53714943 ,194672000 ,2523822000 ,3776000000 ,50111550000 ,842542000000 
4071 ,40704 ,447630 ,4924031 ,54164301 ,196281500 ,2544690000 ,3807300000 ,50525710000 ,849517000000 
4104 ,41041 ,451344 ,4964882 ,54613659 ,197891000 ,2565558000 ,3838600000 ,50939870000 ,856492000000 
4138 ,41379 ,455057 ,5005733 ,55063016 ,199500500 ,2586426000 ,3869900000 ,51354030000 ,863467000000 
4172 ,41717 ,458771 ,5046584 ,55512374 ,201110000 ,2607294000 ,3901200000 ,51768190000 ,870441000000 
4206 ,42054 ,462485 ,5087434 ,55961732 ,202719500 ,2628162000 ,3932500000 ,52182350000 ,877416000000 
4239 ,42392 ,466198 ,5128285 ,56411090 ,204329000 ,2649030000 ,3963800000 ,52596510000 ,884391000000 
4273 ,42730 ,469912 ,5169136 ,56860448 ,205938500 ,2669898000 ,3995100000 ,53010670000 ,891366000000 
4307 ,43067 ,473626 ,5209987 ,57309805 ,207548000 ,2690766000 ,4026400000 ,53424830000 ,898341000000 
4341 ,43405 ,477339 ,5250837 ,57759163 ,209157500 ,2711634000 ,4057700000 ,53838990000 ,905315000000 
4375 ,43743 ,481053 ,5291688 ,58208521 ,210767000 ,2732502000 ,4089000000 ,54253150000 ,912290000000 
4408 ,44080 ,484766 ,5332539 ,58657879 ,212376500 ,2753370000 ,4120300000 ,54667310000 ,919265000000 
4442 ,44418 ,488480 ,5373390 ,59107237 ,213986000 ,2774238000 ,4151600000 ,55081470000 ,926240000000 
